id;exercise_id;name;description;video_url;number_of_points_to_passed;img;max_points;number_of_attempts;number_of_strokes_in_one_attempt;is_white;is_red;is_yellow;is_green;is_brown;is_blue;is_pink;is_black;is_button_pass;is_bonus_point;bonus_info;bonus_number_of_points;level;length
26;e501;Strong the yellow ball;Hit the yellow ball with enough force to break the triangle of reds. The most important thing for this stroke is the stabilization and smooth movement of the cue.;755669842;4;e501.png;5;5;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;...;0;BLUE;12
27;e004;Base line;Place all 22 balls on the base line. Pot the balls directly into the pockets diagonally. While doing this exercise, focus on perfect repetitive folding to shot.;755637032;22;e004.png;22;22;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;...;0;WHITE;9
28;e005;The white ball on the cushion;Place the white ball on the brown point, then hit it so that the white ball, after it bounces off the opposite cushion, stops on the lower cushion.;755636867;8;e005.png;10;10;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;...;0;WHITE;6
29;e006;White follows red;From the blue point, rotate the balls (top spin) into the pockets so that the white ball put into the pockets behind the red ball. It is very important to hit the white ball in the axis of rotation above the center.;755636771;20;e006.png;20;10;1;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;The white ball is pot?;1;WHITE;6
30;e007;Simple pink;Place the pink ball on your point and the white ball straight into your pocket. Hit the pink one so that it falls in the middle of the pocket. This exercise will show you if you are aiming straight.;755636953;48;e007.png;60;10;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;...;0;WHITE;9
31;e008;Fifteen reds;Place the red balls as shown in the diagram. Stick reds directly in your pocket. You can hit in any order. If you miss, start over.;755637138;15;e008.png;15;15;1;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;...;0;WHITE;9
32;e009;White from cushion;Place the white balls as close to the bottom cushion as possible and the red balls in a straight line on the opposite cushion. Hit the white one as straight as possible so that white ball hit center the red ball.;755637248;10;e009.png;10;10;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;...;0;WHITE;6
33;e010;Continuation on blue;Pot the red ball to pocket for the next red ball in front of you. Red ball returns to point, while the cue ball is from where it stopped. Pot as many reds balls as possible to pocket, if you miss, attempt is canceled.;755637318;7;e010.png;10;1;10;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;...;0;WHITE;9
34;e011;The rest white to tip;Place the white ball on the blue spot. Hit the cue ball over the two spots (pink and black) and back to the tip cue. This is the basic exercise for learning simple aiming with the rest.;755637407;10;e011.png;10;10;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;...;0;WHITE;6
35;e012;Pocket yellow with the rest;Place the yellow ball on your spot and the white ball straight ahead a short distance away. Using the rest, pocket the yellow ball.;755637519;20;e012.png;20;10;1;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;...;0;WHITE;6
